syntaxon,total_nr_of_observations,total_nr_of_releves,total_nr_of_species,mean_nr_of_species,stdev_nr_of_species,mean_nr_of_species_vasc,stdev_nr_of_species_vasc,mean_area,stdev_area,mean_cover_total,stdev_cover_total,mean_cover_trees,stdev_cover_trees,mean_cover_shrubs,stdev_cover_shrubs,mean_cover_herbs,stdev_cover_herbs,mean_cover_mosses,stdev_cover_mosses,mean_height_herbs,stdev_height_herbs,mean_ell_nitrogen,stdev_ell_nitrogen,perc5_ell_nitrogen,perc25_ell_nitrogen,perc50_ell_nitrogen,perc75_ell_nitrogen,perc95_ell_nitrogen,mean_ell_ph,stdev_ell_ph,perc5_ell_ph,perc25_ell_ph,perc50_ell_ph,perc75_ell_ph,perc95_ell_ph,mean_ell_light,stdev_ell_light,perc5_ell_light,perc25_ell_light,perc50_ell_light,perc75_ell_light,perc95_ell_light,mean_ell_temperature,stdev_ell_temperature,perc5_ell_temperature,perc25_ell_temperature,perc50_ell_temperature,perc75_ell_temperature,perc95_ell_temperature,mean_ell_moisture,stdev_ell_moisture,perc5_ell_moisture,perc25_ell_moisture,perc50_ell_moisture,perc75_ell_moisture,perc95_ell_moisture,mean_ell_salt,stdev_ell_salt,perc5_ell_salt,perc25_ell_salt,perc50_ell_salt,perc75_ell_salt,perc95_ell_salt,mean_ell_mowing,stdev_ell_mowing,perc5_ell_mowing,perc25_ell_mowing,perc50_ell_mowing,perc75_ell_mowing,perc95_ell_mowing,mean_ww_c_n,stdev_ww_c_n,perc5_ww_c_n,perc25_ww_c_n,perc50_ww_c_n,perc75_ww_c_n,perc95_ww_c_n,mean_ww_ca,stdev_ww_ca,perc5_ww_ca,perc25_ww_ca,perc50_ww_ca,perc75_ww_ca,perc95_ww_ca,mean_ww_cl,stdev_ww_cl,perc5_ww_cl,perc25_ww_cl,perc50_ww_cl,perc75_ww_cl,perc95_ww_cl,mean_ww_ghg,stdev_ww_ghg,perc5_ww_ghg,perc25_ww_ghg,perc50_ww_ghg,perc75_ww_ghg,perc95_ww_ghg,mean_ww_glg,stdev_ww_glg,perc5_ww_glg,perc25_ww_glg,perc50_ww_glg,perc75_ww_glg,perc95_ww_glg,mean_ww_gvg,stdev_ww_gvg,perc5_ww_gvg,perc25_ww_gvg,perc50_ww_gvg,perc75_ww_gvg,perc95_ww_gvg,mean_ww_k,stdev_ww_k,perc5_ww_k,perc25_ww_k,perc50_ww_k,perc75_ww_k,perc95_ww_k,mean_ww_mg,stdev_ww_mg,perc5_ww_mg,perc25_ww_mg,perc50_ww_mg,perc75_ww_mg,perc95_ww_mg,mean_ww_nh4,stdev_ww_nh4,perc5_ww_nh4,perc25_ww_nh4,perc50_ww_nh4,perc75_ww_nh4,perc95_ww_nh4,mean_ww_no3,stdev_ww_no3,perc5_ww_no3,perc25_ww_no3,perc50_ww_no3,perc75_ww_no3,perc95_ww_no3,mean_ww_ntot,stdev_ww_ntot,perc5_ww_ntot,perc25_ww_ntot,perc50_ww_ntot,perc75_ww_ntot,perc95_ww_ntot,mean_ww_ph_h2o,stdev_ww_ph_h2o,perc5_ww_ph_h2o,perc25_ww_ph_h2o,perc50_ww_ph_h2o,perc75_ww_ph_h2o,perc95_ww_ph_h2o,mean_ww_po4,stdev_ww_po4,perc5_ww_po4,perc25_ww_po4,perc50_ww_po4,perc75_ww_po4,perc95_ww_po4,mean_ww_ptot,stdev_ww_ptot,perc5_ww_ptot,perc25_ww_ptot,perc50_ww_ptot,perc75_ww_ptot,perc95_ww_ptot,mean_ww_vocht,stdev_ww_vocht,perc5_ww_vocht,perc25_ww_vocht,perc50_ww_vocht,perc75_ww_vocht,perc95_ww_vocht,mean_div_shannon_all,stdev_div_shannon_all,perc5_div_shannon_all,perc25_div_shannon_all,perc50_div_shannon_all,perc75_div_shannon_all,perc95_div_shannon_all,mean_div_eveness_all,stdev_div_eveness_all,perc5_div_eveness_all,perc25_div_eveness_all,perc50_div_eveness_all,perc75_div_eveness_all,perc95_div_eveness_all,mean_div_simpson_all,stdev_div_simpson_all,perc5_div_simpson_all,perc25_div_simpson_all,perc50_div_simpson_all,perc75_div_simpson_all,perc95_div_simpson_all,mean_div_shannon_vasc,stdev_div_shannon_vasc,perc5_div_shannon_vasc,perc25_div_shannon_vasc,perc50_div_shannon_vasc,perc75_div_shannon_vasc,perc95_div_shannon_vasc,mean_div_eveness_vasc,stdev_div_eveness_vasc,perc5_div_eveness_vasc,perc25_div_eveness_vasc,perc50_div_eveness_vasc,perc75_div_eveness_vasc,perc95_div_eveness_vasc,mean_div_simpson_vasc,stdev_div_simpson_vasc,perc5_div_simpson_vasc,perc25_div_simpson_vasc,perc50_div_simpson_vasc,perc75_div_simpson_vasc,perc95_div_simpson_vasc,mean_phylogenetic_distance,stdev_phylogenetic_distance,perc5_phylogenetic_distance,perc25_phylogenetic_distance,perc50_phylogenetic_distance,perc75_phylogenetic_distance,perc95_phylogenetic_distance
r32AB01C,24,12,,,,,,,,,,,,,,,,,,,,6.254166666666666,0.7502383880400209,5.1,5.44,6.1,7.0,7.17,6.170588235294117,0.6819821507775983,4.93333333333333,6.0,6.33333333333333,6.72727272727273,7.0,7.1975000000000025,0.2549223738055698,6.58,7.1,7.15,7.33,7.55,5.947826086956522,0.21936581561082202,5.5,5.78,5.86,6.0,6.14,4.709999999999999,0.513890390388197,4.09,4.2,4.67,4.8,5.58,0.3958333333333333,0.21258168364706834,0.0,0.2,0.31,0.6,0.64,6.532941176470589,0.9131378654100782,4.18181818181818,5.4,6.0,6.375,7.2,11.838333333333331,0.7552795656061552,10.44,10.91,12.07,12.1,12.77,844.5100000000001,330.63339458782247,204.85,624.8,701.06,945.35,1318.53,122.06583333333332,66.20193671113826,39.41,71.76,96.8,172.94,208.22,54.053333333333335,13.968073318186091,36.89,43.33,46.44,63.39,68.7,111.36333333333334,12.485549869971909,95.47,100.47,106.39,119.13,122.43,70.83666666666666,5.586534902980757,54.7382461538462,65.7616133333333,69.6627409090909,72.794425,76.0833,103.63583333333334,33.27191194244112,30.3,80.08,91.66,131.7,137.99,70.1275,22.13573510751337,23.6,58.08,63.27,83.18,101.31,3.425833333333333,0.5494005571731996,2.77,3.15,3.18,3.57,4.02,6.6866666666666665,2.9602740113412174,2.59,4.77,5.44,6.84,10.6,1602.565833333333,478.7900838651933,702.6,1342.94,1438.62,1714.05,2266.66,6.536666666666668,0.15659572862061794,6.33,6.39,6.51,6.64,6.71,2.5124999999999997,0.426402098962939,1.78,2.11,2.48,2.83,2.91,312.2483333333334,83.17950977988643,130.53,229.14,324.15,385.26,392.88,14.679166666666667,4.284111067524848,6.47,11.83,13.18,16.22,21.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r46RG06,1213,33,,,,,,,,,,,,,,,,,,,,6.559645507007422,0.5170752515854476,5.71,6.21,6.58,6.91,7.4,6.777585630743534,0.43744332247540374,5.88,6.56,6.83,7.07,7.38,6.317543424317624,0.4597226516447228,5.59,6.0,6.36,6.65,7.02,5.379453642384109,0.20186473284733986,5.05,5.25,5.38,5.5,5.7,6.692285237698088,0.7556643694392083,5.4,6.15,6.72,7.24,7.92,0.14601813685078355,0.13282791277200692,0.0,0.08,0.12,0.19,0.36,4.370076530612244,0.806278136202747,3.0,3.86,4.38,5.0,5.73,15.937081615828557,1.5024041379298125,13.04,15.12,16.0,16.99,18.19,1481.5967106347896,565.3181775194791,682.6,1063.22,1447.37,1787.35,2484.04,152.8707914262159,83.85053015606273,47.31,88.81,141.01,202.13,288.01,41.479159109645565,13.578328447011252,18.1,32.86,41.71,51.09,62.23,101.54652102225894,16.93909714636946,72.29,90.88,101.62,113.68,128.51,59.221475680131746,13.190869736340304,36.1,50.94,60.15,69.03,80.09,119.29133553173966,26.48223765704763,78.36,100.19,118.12,136.13,162.79,155.4622835943938,51.20385123711219,85.72,115.42,146.93,188.09,250.12,7.690478153338833,1.1549134158368852,5.51,7.05,7.77,8.4,9.43,19.020948062654565,3.9853637635588353,11.27,16.73,19.55,21.79,24.87,3418.5469084913393,880.3122113306704,2243.05,2722.16,3335.36,3971.0,4984.11,5.84387469084912,0.34778487460634866,5.29,5.61,5.85,6.06,6.46,0.6909315746084088,0.3366321822859662,0.37,0.46,0.59,0.79,1.38,492.5032893652109,88.73293521796307,365.52,424.71,488.9,551.85,644.64,27.54827699917562,4.887011277271447,19.89,23.9,27.11,30.78,36.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r41RG01,2446,354,,,,,,,,,,,,,,,,,,,,7.082391930835755,0.43728606620581206,6.34,6.8,7.1,7.4,7.78,6.867970496200292,0.33285155725231114,6.27,6.67,6.88,7.08,7.38,6.278137960220056,0.4588353058870539,5.5,6.0,6.31,6.61,7.0,5.475318100358422,0.23540932679465112,5.1,5.33,5.5,5.6,5.83,6.898813205181777,0.5605895907910406,6.0,6.5,6.92,7.27,7.82,0.1225404061334434,0.10401258991346397,0.0,0.04,0.11,0.18,0.32,4.650192215281109,0.7369224167446382,3.42,4.17,4.67,5.16,5.8,15.875028618152093,0.9396892259531002,14.31,15.27,15.9,16.46,17.45,1500.8879885527394,549.5846797911331,684.84,1104.78,1452.58,1849.7,2513.35,175.78936222403908,78.86429802532587,60.57,116.25,166.51,225.31,319.71,38.256700735895315,12.43554963464975,18.0,29.56,37.89,46.96,58.96,98.2065985282095,15.760597469122452,72.25,87.83,97.67,109.13,124.19,58.77796402289441,12.191382934265143,38.75,50.38,59.15,66.78,79.26,128.90573998364692,25.810085109919484,87.75,110.44,129.1,146.59,173.4,162.59802125919862,48.118101687253166,91.45,126.98,158.97,193.0,248.5,7.5678004905969,0.7673608462065598,6.29,7.06,7.57,8.1,8.77,22.920764513491292,3.505093541113298,17.13,20.62,22.92,25.01,28.84,3644.261001635325,853.080926876237,2392.83,3025.1,3562.72,4198.91,5182.11,5.935739983646787,0.23122943711330124,5.55,5.8,5.94,6.08,6.33,0.6106909239574785,0.22282191182698716,0.4,0.48,0.56,0.68,0.98,526.2124938675412,80.66969257001487,411.79,467.76,521.54,575.86,675.24,29.145196238757105,4.854315966853915,21.14,25.77,29.33,32.48,37.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r46DG01,46,9,,,,,,,,,,,,,,,,,,,,6.696956521739129,0.31326381134906905,6.08,6.44,6.7,6.91,7.14,6.562682926829268,0.3029611936048214,6.0,6.31,6.53,6.75,7.12,5.008695652173912,0.38062082407591263,4.17,4.71,4.96,5.22,5.76,5.3478260869565215,0.14969407997760048,4.95,5.27,5.33,5.43,5.55,5.494782608695651,0.292810512480822,4.82,5.25,5.5,5.63,6.0,0.007826086956521738,0.022833332183479795,0.0,0.0,0.0,0.0,0.05,4.127741935483871,1.130625603806738,1.75,3.0,4.4,4.8,5.58,19.31434782608696,0.8325958677635943,17.6,18.88,19.74,19.87,20.26,410.4934782608696,135.6627930347472,290.61,330.82,349.61,419.48,622.07,23.859130434782607,10.118496156111718,18.32,19.04,19.47,20.81,52.3,80.21565217391301,5.727858561897628,62.16,79.44,82.01,82.9,86.35,146.8695652173913,7.023406505492822,125.67,143.97,149.5,151.32,154.31,96.16695652173914,5.521751009915329,80.88,93.38,98.2,99.58,103.14,64.18478260869566,8.568129961648431,56.07,57.6,60.55,66.74,81.05,60.39565217391302,9.01107667460103,52.2,54.57,57.15,63.58,71.98,8.926086956521734,0.6057961999854607,7.86,8.41,9.17,9.4,9.73,24.045217391304345,2.7308509098578515,19.8,22.42,23.85,25.0,30.06,2101.237391304347,161.4908661360407,1725.8,2039.83,2101.39,2143.33,2215.79,5.070869565217392,0.2099257227538446,4.81,4.9,4.98,5.2,5.44,0.35086956521739127,0.10043007705897586,0.23,0.27,0.31,0.4,0.54,429.62043478260864,31.827987066111014,345.34,410.22,438.51,446.37,467.82,17.57130434782609,1.6817079939566255,15.04,16.65,17.35,18.3,20.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r18RG01,3608,18,,,,,,,,,,,,,,,,,,,,5.179175084175084,0.8496363807220952,3.67,4.64,5.25,5.78,6.5,4.84594913714805,0.8084563657139512,3.5,4.29,4.87,5.43,6.11,6.700094523213765,0.3572226164978788,6.0,6.56,6.79,6.93,7.12,5.236445583358423,0.3406025063888945,4.6,5.06,5.29,5.47,5.67,6.072964752700397,0.842772499194041,4.88,5.45,6.0,6.56,7.69,0.3902222222222262,0.22042624252811188,0.06,0.25,0.38,0.5,0.78,5.933444287729145,0.7109104683465729,4.69,5.46,6.0,6.44,7.0,14.97322616407982,1.9244287780530644,12.81,13.64,14.44,15.79,19.03,1596.4749445676282,828.7726084952116,401.75,1013.14,1486.37,2076.36,3156.68,156.2088608647449,94.82199832915154,27.91,88.54,139.96,207.04,342.26,39.01828159645227,17.836656126046734,9.69,27.49,38.48,49.6,70.57,99.65711751662973,24.422564075812925,59.95,84.3,98.45,113.31,143.5,49.47660476718393,12.452428606086821,26.42,42.16,50.51,57.68,68.48,120.86356430155254,42.93369669317362,51.13,90.68,120.17,148.84,196.84,127.64130266075377,62.63538080839454,46.33,83.53,115.91,157.02,257.0,6.556721175166284,1.2370272856349092,4.77,5.67,6.42,7.19,8.89,7.6756956762749535,3.2804322111033324,3.08,5.24,7.14,9.77,13.68,3271.19268569845,1278.8903121034418,1684.93,2362.87,3011.75,3828.21,5925.84,5.718348115299326,0.4329615421692277,4.86,5.52,5.83,6.03,6.21,1.1632187413362904,0.5404991917916658,0.6,0.92,1.12,1.37,1.72,435.2093791574275,124.48774079574365,262.42,349.05,417.57,491.2,680.75,26.143977272727334,6.91177018428816,14.42,21.38,26.02,30.61,37.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r05CA01,1104,70,,,,,,,,,,,,,,,,,,,,5.7557550644567215,0.620592548518992,4.64,5.4,5.8,6.19,6.67,5.920927723840345,0.6673208781620367,4.7,5.55,6.0,6.42,6.8,7.129131627056672,0.2553587916505356,6.67,7.0,7.15,7.29,7.5,5.573368828654402,0.19306434099560865,5.25,5.44,5.58,5.69,5.86,10.098486238532116,0.6656572955596027,9.0,9.73,10.13,10.5,11.14,0.22283882783882902,0.1554792886154602,0.0,0.12,0.2,0.33,0.5,4.633909090909094,0.7160481134857116,3.56,4.0,4.64,5.0,5.8,13.80529891304348,0.5986194120691928,13.12,13.42,13.68,14.05,14.96,6008.032139619222,802.0345246828679,4463.14,5567.76,6133.06,6557.13,7025.28,502.7104714415226,73.74244563522211,371.24,461.38,506.08,549.81,609.36,-20.119791666666664,6.895592247115632,-28.83,-23.95,-21.15,-17.5,-8.61,16.5095561594203,9.906269867283056,4.78,10.51,15.12,20.04,32.11,0.02049864007252578,6.552309139156606,-9.12,-3.49,-0.69,2.85,10.35,297.68845874886637,32.606502877496006,230.8,282.73,303.05,320.64,337.82,505.4302629193116,69.36106421235672,388.21,464.44,508.21,552.25,616.68,9.165480072463795,0.8443576290662115,7.94,8.58,9.1,9.67,10.66,15.135389492753655,3.355565060802862,10.25,13.04,14.85,16.83,21.11,10999.218043478259,1444.0339258689448,8449.3,10218.06,11172.23,12022.02,12924.5,6.181340579710137,0.15223223088887308,5.89,6.11,6.2,6.29,6.38,2.9978532608695643,11.393909891682133,0.54,0.85,1.34,2.53,5.51,1114.3922644927513,120.4637591412041,894.35,1052.25,1131.02,1193.3,1278.88,55.601757246376884,4.472052829913182,47.63,53.35,56.08,58.68,61.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r08BB04B,46,26,,,,,,,,,,,,,,,,,,,,6.43219512195122,0.5011134538552533,5.6,6.12,6.4,6.6,7.0,6.6767857142857165,0.20145991397490343,6.0,6.5,6.75,6.8,7.0,6.906521739130432,0.2785226350282187,6.33,6.75,6.88,7.1,7.33,5.475357142857142,0.28924139872206023,5.0,5.25,5.44,5.6,5.75,8.6395652173913,0.4458794754373172,7.83,8.33,8.6,8.75,9.4,0.3136956521739131,0.11546425563317202,0.1,0.25,0.33,0.33,0.5,4.49942857142857,0.5376294148901286,3.6,4.0,4.5,4.8,5.5,14.63695652173913,0.3604638893161769,13.9,14.4,14.58,14.94,15.2,3676.7456521739123,631.9648720447109,2642.35,3213.25,3701.97,3981.04,4523.37,477.33173913043476,91.98799076402044,329.38,429.8,466.43,524.62,581.55,0.6173913043478273,8.187710418081432,-15.26,-5.84,0.34,4.28,14.3,47.50565217391304,11.314236636274925,24.5,38.85,44.49,53.54,66.7,23.236666666666668,8.941726867058698,6.39,16.58,20.87,26.46,35.42,237.1928260869566,26.273439693302066,180.24,214.51,237.56,252.36,279.24,343.9976086956522,55.77213696527117,235.19,306.52,325.4,371.02,453.82,8.528043478260866,0.5688646953256122,7.46,8.14,8.39,8.59,9.56,24.24760869565216,2.7117002405699258,18.03,22.54,24.25,25.99,27.26,7275.674130434782,1079.7964373407651,5589.56,6207.06,7264.12,7920.46,9120.66,6.224347826086959,0.14318811242122145,5.9,6.12,6.2,6.28,6.42,0.5771739130434784,0.07329698503433053,0.46,0.53,0.56,0.6,0.67,818.8108695652171,89.83361377825813,685.41,726.93,821.67,872.62,971.39,45.62173913043478,3.2224999101749403,39.53,43.47,45.73,47.5,50.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r31AA01B,88,44,,,,,,,,,,,,,,,,,,,,5.494999999999999,0.37822852639881394,4.87,5.15,5.49,5.77,6.04,7.08704545454545,0.15256264801794692,6.76,7.0,7.09,7.19,7.3,6.7552272727272715,0.10592640318901597,6.5,6.71,6.77,6.8,6.9,5.908181818181819,0.09140998372151124,5.75,5.84,5.9,5.97,6.04,4.6715909090909085,0.21147687582396435,4.38,4.5,4.59,4.84,5.06,0.1593181818181818,0.05674495281010891,0.09,0.13,0.15,0.18,0.22,5.709090909090911,0.456865895292034,4.7,5.36,5.67,5.97,6.5,11.304545454545462,0.37663253459533,10.78,10.96,11.25,11.55,11.88,1289.4061363636365,127.50794581686255,1095.11,1198.94,1278.23,1347.34,1527.92,152.93500000000006,43.231676228726705,73.48,118.31,145.97,176.72,234.86,40.73204545454544,2.9062226182838775,34.57,39.62,40.76,43.07,44.64,97.90863636363639,2.9492854226290532,91.59,96.74,97.77,100.02,102.32,63.47227272727275,3.235772960652919,56.05,61.6,63.89,65.62,67.77,142.35727272727266,8.232620637560283,128.92,137.07,142.74,148.22,153.47,92.68818181818179,7.402333561030625,82.12,87.96,90.69,94.65,107.83,3.3840909090909097,0.21390650232177888,2.99,3.22,3.34,3.53,3.73,6.947727272727277,0.9319672829713099,5.72,6.21,6.68,7.45,8.8,1692.0027272727275,165.4015045738377,1440.19,1587.88,1660.48,1771.99,2003.66,6.718181818181818,0.060725639607871675,6.58,6.68,6.72,6.76,6.81,2.8920454545454546,0.22152959524688332,2.47,2.73,2.89,3.05,3.19,368.0743181818181,18.66389518900149,339.41,351.36,366.82,377.25,400.85,17.33090909090909,1.3392888516295405,15.01,16.28,17.23,18.03,19.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r08RG05,1317,189,,,,,,,,,,,,,,,,,,,,5.774615384615392,0.8040627125986953,4.45,5.2,5.77,6.4,7.0,6.332891986062706,0.6401528281475071,5.1,6.0,6.44,6.83,7.17,6.839831029185859,0.39516428249342384,6.06,6.65,6.92,7.12,7.33,5.34656593406595,0.2889389808656647,4.77,5.2,5.38,5.54,5.75,8.34315545243618,0.7011189409351467,7.14,7.88,8.38,8.83,9.38,0.20807810107197666,0.1410062178467048,0.0,0.12,0.2,0.28,0.43,3.925311973018548,0.6360094647616711,3.0,3.5,3.82,4.28,5.14,16.05122247532269,1.2513013216573452,14.3,15.27,15.83,16.59,18.84,3470.8808731966587,1070.3971147610407,1773.6,2723.05,3431.41,4231.5,5285.39,300.70065299924084,109.70027131474566,123.98,222.5,292.14,379.03,477.55,4.119901290812468,17.349084131091026,-19.31,-10.14,1.89,14.14,37.66,55.91492027334859,22.92343936947319,24.74,37.8,53.28,68.58,99.1,20.161245254365994,14.880083761678915,0.21,8.06,17.81,30.41,47.0,171.28368261199716,41.63449046443772,101.72,143.75,167.98,198.29,241.67,379.58054669703944,106.3677437925563,212.55,305.25,367.08,455.14,570.18,9.988314350797253,1.2372516072958208,7.89,9.09,10.02,10.9,11.98,15.933135914958235,4.401494185161796,8.94,12.66,15.66,18.87,23.46,6332.1871905846765,1475.2734411266094,4136.17,5253.79,6233.86,7336.36,8807.36,5.685261958997709,0.30762054279236817,5.04,5.53,5.72,5.89,6.11,0.5717691723614271,0.8647809830776721,0.29,0.36,0.45,0.58,1.06,859.1132953682624,166.76637730737679,617.11,734.29,839.52,964.14,1153.83,41.60094912680346,6.896069821113345,29.18,37.47,42.44,46.68,51.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r05BC03,2414,117,,,,,,,,,,,,,,,,,,,,6.36275313807531,0.4571062721951078,5.62,6.06,6.36,6.67,7.11,6.4834053367217015,0.5204131308946842,5.6,6.17,6.5,6.8,7.33,6.964278565471225,0.2903327747017157,6.43,6.81,7.0,7.17,7.33,5.79934460887947,0.1889553837779532,5.5,5.67,5.8,5.91,6.1,10.6408563074353,0.5919234835940698,9.73,10.21,10.62,11.0,11.67,0.4817456359102232,0.26762763390157324,0.18,0.29,0.42,0.6,1.0,4.902292152292156,0.6374033974071772,3.67,4.56,5.0,5.33,6.0,13.08398508699254,0.3226382952120489,12.57,12.87,13.07,13.28,13.63,6626.905024979168,556.1011106881518,5773.61,6249.28,6611.43,7009.12,7557.79,644.9751659751023,81.21971208669409,529.18,588.55,633.92,693.44,795.01,-20.05450704225349,3.606212969517503,-25.71,-22.41,-20.13,-17.84,-14.02,16.876039768019847,4.883654175185789,9.59,13.64,16.77,19.71,24.94,-0.05622203811101822,3.883894642125338,-6.26,-2.5,-0.05,2.35,6.51,335.2088592839298,20.643710818730668,301.97,322.21,333.82,348.91,370.11,528.5660936205461,58.24128987174781,443.89,486.94,523.47,562.49,630.92,8.737916321458169,0.695865413729725,7.77,8.25,8.65,9.13,10.06,16.30217481358745,2.718086548127281,11.91,14.49,16.15,17.91,21.04,12147.398500414258,948.35686176036,10616.69,11575.97,12128.0,12764.93,13734.66,6.3944490472245485,0.10297283132163088,6.23,6.33,6.39,6.46,6.57,26.640881987577625,58.95352014356171,2.93,5.03,9.08,17.33,127.88,1152.5008036454026,81.3066430541775,1016.74,1101.08,1150.41,1208.2,1281.29,58.05443661971848,3.038332743310585,53.2,56.02,58.07,60.14,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r18AC01,115,31,,,,,,,,,,,,,,,,,,,,4.8036206896551725,0.8308817465881154,3.53,4.23,4.67,5.25,6.17,3.9917699115044254,0.8061788269618505,3.0,3.25,3.91,4.64,5.43,4.640172413793105,0.7229191097481111,3.53,4.07,4.44,5.29,5.73,4.493274336283186,0.37349211285905676,3.83,4.25,4.5,4.67,5.1,6.064137931034486,0.4974591803831182,5.42,5.73,6.0,6.33,6.9,0.05070175438596493,0.0873159146106284,0.0,0.0,0.0,0.08,0.2,4.562615384615385,1.0409555919340163,2.83,4.0,4.4,5.11,6.2,20.985391304347814,1.7747358833292803,17.08,19.66,21.12,22.27,23.4,544.862956521739,331.7083716104801,161.5,285.04,497.64,713.31,1182.82,76.50486956521738,45.18896793736118,17.05,48.25,67.08,96.94,152.87,75.30626086956522,15.890392692817475,46.66,65.43,78.05,85.61,99.13,148.6139130434782,20.433950210613464,111.86,135.24,150.33,161.98,179.44,63.11704347826085,13.488899653703223,37.55,52.8,65.41,73.17,82.65,59.0326086956522,17.627135804576074,35.38,44.15,55.15,69.03,89.06,81.50278260869561,35.73823631442637,37.16,55.5,68.93,99.31,149.05,10.278173913043478,1.2235433807335405,7.41,9.61,10.54,11.05,11.89,10.298260869565215,4.794206696106307,4.33,6.21,8.82,14.28,17.73,2616.0473913043497,447.3798134667484,2097.39,2276.99,2507.65,2829.31,3448.06,4.5083478260869585,0.40536173954454363,3.9,4.21,4.43,4.8,5.18,0.3434782608695652,0.16626873730702074,0.2,0.23,0.29,0.38,0.72,513.4700869565218,74.58210596086477,376.16,469.9,507.43,567.1,617.7,15.815391304347818,4.520918969097077,8.68,12.4,15.62,18.23,23.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r28AA02A,56,28,,,,,,,,,,,,,,,,,,,,4.718571428571428,0.40001530582961353,4.07,4.33,4.69,5.0,5.26,7.141428571428576,0.2626746260750617,6.56,6.94,7.1,7.35,7.54,7.803928571428571,0.1530018507291026,7.44,7.71,7.8,7.9,8.0,5.869285714285715,0.209419752299207,5.5,5.7,5.86,6.0,6.2,6.206071428571429,0.5104923343884683,5.22,5.95,6.2,6.42,7.09,3.0492857142857153,0.8669772141157567,1.05,2.46,2.9,3.62,4.86,6.741224489795919,0.7120984587193359,5.36,6.2,6.67,7.36,7.67,10.733214285714283,0.5388814710081601,9.73,10.38,10.61,10.86,11.81,1921.3528571428571,346.8286402621941,945.56,1686.96,1983.78,2083.21,2473.93,1411.2600000000002,284.7550576748876,830.74,1240.61,1354.41,1596.46,1821.8,20.14035714285714,10.19691006493874,-2.21,13.77,18.55,26.77,36.27,77.25071428571428,9.371843060302426,55.75,71.38,76.56,83.15,93.19,27.362500000000004,9.006091044002229,7.95,21.08,27.4,34.09,39.39,184.6821428571428,33.933099765477934,108.87,168.15,184.6,206.33,240.45,208.7260714285714,47.49390286727683,107.0,182.12,197.46,246.2,285.87,4.228928571428574,0.4296289037040678,3.37,3.91,4.09,4.4,5.31,5.147500000000002,0.967602430901098,3.66,4.34,4.92,5.6,7.04,1765.491785714286,284.4790756183455,1260.53,1512.61,1726.41,1912.08,2154.13,7.326071428571429,0.24233004774649033,6.83,7.16,7.34,7.49,7.68,1.9582142857142861,0.36389807807199226,1.23,1.71,1.97,2.2,2.51,275.9285714285715,34.970755099724364,195.49,256.23,269.6,300.19,330.34,27.925,3.34552633057512,19.44,26.07,28.08,29.74,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
